V1
19.772
0
7.1422
4.2385
9.7755
5.1525
3.5232
32.041
25.186
3.1088
21.753
13.451
12.936
22.027
9.492
20.73
6.6316
14.571
22.751
9.1091
8.7423
22.904
18.365
10.418
2.3186
11.186
11.864
14.488
12.205
6.5129
15.307
34.023
21.997
37.239
10.69
23.554
50.526
62.104
46.088
60.373
61.727
63.463
64.138
52.376
41.879
49.018
45.375
39.308
0
15.73
19.186
6.64
0
15.73
94.323
84.037
69.581
98.584
87.559
99.529
93.197
75.83
96.525
59.234
82.072
101.73
33.652
23.75
39.2
23.578
15.769
26.377
17.485
24.203
26.461
28.815
32.004
17.02
25.721
10.055
23.419
29.825
19.97
7.6312
12.688
7.0654
9.4271
12.097
22.338
18.069
24.31
32.376
30.668
17.793
29.384
13.241
17.683
17.367
37.129
32.439
31.603
16.798
31.034
30.278
39.472
41.131
54.708
15.64
51.932
46.329
56.871
42.128
53.32
53.755
66.037
28.333
43.854
57.999
50.974
50.852
13.396
21.003
15.28
16.654
11.42
5.5695
77.725
92.247
91.785
100.7
38.702
70.16
47.188
79.781
74.936
63.111
58.024
42.349
34.513
40.642
21.287
35.782
21.361
24.89
7.8032
5.3304
41.52
16.432
22.578
6.8205
32.902
9.7323
21.268
21.68
20.088
48.977
17.743
12.11
13.278
6.2287
18.175
15.448
38.083
30.289
31.323
24.799
26.408
18.959
72.264
86.014
73.831
78.691
67.758
60.912
70.525
67.425
57.275
45.169
57.279
63.73
106.55
91.722
70.516
109.07
56.357
64.286
181.42
204.19
192.22
181.3
203.41
184.58
207.1
159.25
182.97
147.3
205.06
195.31
203.25
226.08
238.82
214.77
217.32
243.45
285.82
292.48
233.29
240.81
268.09
285.86
253.35
291.2
276.75
270.8
244.84
234.09
79.391
84.051
85.355
63.476
73.386
72.951
240.49
268.57
277.29
228.95
280.73
261.1
251.33
244.99
258.59
225.85
249.94
279.54
298.31
288.73
274.41
269.55
248.84
302.75
57.444
73.032
83.346
87.985
62.252
74.62
65.381
69.618
70.265
56.225
86.225
50.272
109.19
104.98
78.826
89.341
87.527
68.834
151.93
188.77
132.59
176.82
196.71
174.84
81.903
189.52
198.3
109.97
204.39
218.89
259.48
295.5
285.51
298.65
277.36
290.11
252.82
244.03
275.95
281.92
298.12
299.06
256.96
269.49
256.63
223.84
238.47
303.15
92.511
76.527
81.423
109.36
84.188
77.493
265.55
218.54
231.26
255.13
240.94
279.71
244.53
237.25
262.91
234.46
213.49
235.77
297.38
322.69
305.89
311.74
283.47
323.23
72.76
77.325
59.67
63.362
72.786
86.573
238.56
304.41
260.37
268.68
230.03
325.29
55.848
77.898
68.522
66.618
59.292
76.297
293.61
299.69
272.49
208.88
291.12
269.93
405.89
389.99
462.24
357.26
374.98
353.92
328.81
323.66
351.72
282.47
312.61
252.77
191.81
174.36
245.15
194.34
256.61
124.22
698.27
697.99
607.84
634.86
597.12
554.57
450.9
624.19
447.49
447.96
511.56
489.76
440.09
494.1
403.72
422.7
458.98
362.11
523.15
518.38
584.09
522.9
645.39
623.5
541.55
502.97
518.65
528.3
542.97
506.62
220.22
183.24
218.43
238.55
199.47
170.11
513.35
627.88
657.64
761.24
652.2
493.83
621.51
504.17
590.93
557.35
645.36
590.01
484.63
509.83
508.06
521.65
536.63
414.81
300.31
303.63
298.52
348.3
323.69
297.44
248.5
333.34
281.79
262.59
378.18
357.42
259.64
228.73
236.2
231.45
184.33
170
653.41
534.01
575.77
591.8
576.4
487.85
440.75
544.47
459.31
544.31
480.24
499
523
476.22
547.31
631.74
478.45
476.71
554.18
524.38
563.79
504.41
483.09
518.37
536.46
470.92
498.99
545.89
509.56
513.38
244.44
233.91
229.31
232.67
148.08
159.2
765.28
630.94
650.92
595.12
635.05
592.42
666.87
642.32
471.6
454.72
439.12
605.87
565.02
503.87
521.2
530.17
488.71
415.29
187.92
201.59
164.36
181.24
155.46
150.72
489.98
458.88
442.94
449.48
382.03
409.73
205.2
145.74
127.36
145.82
119.07
131.77
396.2
398.25
385
375.49
353.35
401.86
673.47
726.87
900.5
741.88
804.33
797.56
900.55
890.75
767.11
837.46
769.98
822.69
395.28
708.12
460.52
548.41
562.14
494.66
787.48
916.04
731.44
1107.8
769.99
790.78
553.06
1017.6
907.82
894.59
808.78
664.29
374.15
362.84
267.56
280.85
303.88
254.97
894.1
835.4
766.02
946.14
820.51
941.34
822.53
947.86
758.43
1065.8
938.19
1028.1
503.35
533.92
440.33
440.29
334.23
345.18
738.71
803.82
682.92
670.71
735.27
822.1
709.25
654.78
919.67
765.63
882.38
878.63
377.72
307.88
317.85
306.21
310.12
325.87
789.37
824.12
728.14
697.79
696.78
704.15
704.22
716.85
790.78
870.96
1012.7
1227.5
637.1
535.16
414.47
512.89
512.13
571.41
672.29
576.5
568.87
590.01
481.62
607.98
530.26
586.87
663.68
808.89
593.31
637.91
355.67
364.55
366.35
304.22
374
332.91
806.77
840.07
877.27
860
755.77
680.58
857.87
810.83
805.59
1135
1051.3
1008.4
552.85
576.07
452.13
500.25
359.42
348.82
908.83
758.22
756.3
702.78
708.12
726.97
651.34
766.83
1137.7
856.81
601.72
861.99
377.65
328.65
359.66
367.34
328.36
265.28
543.77
557.52
437.78
413.51
374.39
421.7
434.01
388.7
410.02
447.32
341.02
303.32
461.62
418.78
394.98
416.21
522.52
389.04
358.3
383.91
458.06
386.17
420.58
341.72
