V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.0118704684317719,0.0147201629327902,0.00555641547861507,0.0128146639511202,0.00453727087576375,0.0125849287169043,0.0191885947046843,0.0127413441955193,0.0398997963340122,0.0214883910386965,0.0202769857433809,0.0154452138492872,0.0523714867617108,0.0560765784114053,0.0705279022403259,0.059430549898167,0.0631307535641548,0.0621564154786151,0.198329938900204,0.23634215885947,0.265002036659878,0.246639511201629,0.26332382892057,0.219902240325866,0.101197556008147,0.138492871690428,0.122786150712831,0.138582484725051,0.12969450101833,0.107348268839104,0.294997963340122,0.388358452138493,0.333792260692464,0.337930753564155,0.338321792260692,0.327380855397149,0.4029816700611,0.465507128309572,0.343543788187373,0.281205702647658,0.284171079429735,0.316936863543788,0.207714867617108,0.271209775967413,0.247103869653768,0.265474541751528,0.216114052953157,0.278386965376782
4,0.00540252545824847,0.0181979633401222,0.018393482688391,0,0.00930346232179226,0.014806517311609,0.00870875763747454,0.0445686354378819,0.0163649694501018,0.0128464358452139,0.0174020366598778,0.0215136456211813,0.045912016293279,0.0713050916496945,0.0592961303462322,0.0597849287169043,0.0685849287169043,0.0483030549898167,0.177042769857434,0.225955193482688,0.187397148676171,0.202720977596741,0.230932790224033,0.237164969450102,0.209050916496945,0.15016700610998,0.126647657841141,0.162501018329939,0.120635437881874,0.0970020366598778,0.373914460285132,0.389775967413442,0.311226069246436,0.437173116089613,0.398134419551935,0.28786150712831,0.457955193482688,0.417213849287169,0.305002036659878,0.272285132382892,0.292806517311609,0.425678207739308,0.247560081466395,0.304684317718941,0.277816700610998,0.252643584521385,0.267503054989817,0.342631364562118
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.016887983706721,0.00985498981670061,0.0133865580448065,0.00540936863543788,0.0135674134419552,0.00507429735234216,0.0303372708757637,0.0335079429735234,0.0176619144602851,0.0192081466395112,0.0291503054989817,0.0202028513238289,0.0888553971486762,0.0727828920570265,0.0516187372708758,0.0517116089613035,0.089091649694501,0.054271283095723,0.174965376782077,0.243299389002037,0.218883910386965,0.21959266802444,0.2539633401222,0.17016700610998,0.158321792260692,0.188553971486762,0.147649694501018,0.194338085539715,0.189547861507128,0.118794297352342,0.344358452138493,0.514655804480652,0.366175152749491,0.424969450101833,0.431910386965377,0.30589816700611,0.446769857433809,0.41783299389002,0.336871690427699,0.358688391038697,0.407535641547861,0.339071283095723,0.228798370672098,0.247837067209776,0.364415478615071,0.249458248472505,0.299258655804481,0.314598778004073
8,0.00773279022403259,0.00767991853360489,0.0338248472505092,0.0156301425661914,0.0124480651731161,0.0108171079429735,0.0179201629327902,0.0321564154786151,0.0173262729124236,0.0319348268839104,0.0173417515274949,0.0255177189409369,0.0574468431771894,0.064216700610998,0.0486109979633401,0.0695356415478615,0.066332382892057,0.0558224032586558,0.194558044806517,0.232594704684318,0.212114052953157,0.223551934826884,0.249197556008147,0.221987780040733,0.199714867617108,0.192423625254582,0.13389816700611,0.177947046843177,0.186810590631365,0.103755600814664,0.328896130346232,0.445873727087576,0.360847250509165,0.41389816700611,0.424602851323829,0.313645621181263,0.375169042769857,0.337653767820774,0.356643584521385,0.358720977596741,0.368334012219959,0.321775967413442,0.217971486761711,0.298452138492872,0.334028513238289,0.258940936863544,0.293002036659878,0.373164969450102
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.0179446028513238,0.0057559266802444,0.00434248472505092,0.0128146639511202,0.0171103869653768,0.00986558044806517,0.0277173116089613,0.0246663951120163,0.00792855397148676,0.0193482688391039,0.0331095723014257,0.0246753564154786,0.0747226069246436,0.0855234215885947,0.0629938900203666,0.0684733197556008,0.0623437881873727,0.0634606924643585,0.184179226069246,0.240733197556008,0.247991853360489,0.235217922606925,0.262883910386965,0.244146639511202,0.142044806517312,0.186338085539715,0.164228105906314,0.149279022403259,0.190558044806517,0.118729124236253,0.402525458248473,0.387959266802444,0.37383299389002,0.415340122199593,0.410484725050916,0.324439918533605,0.57687983706721,0.435975560081466,0.454191446028513,0.434965376782077,0.469303462321792,0.341164969450102,0.29559266802444,0.296985743380855,0.316659877800407,0.250818737270876,0.267739307535642,0.312757637474542
12,0.0105384928716904,0.0103364562118126,0.00635698574338086,0,0.0109132382892057,0.0144545824847251,0.0124700610997963,0.0252822810590631,0.0268040733197556,0.0274150712830957,0.0281164969450102,0.0310248472505092,0.0868024439918534,0.0889531568228106,0.0592749490835031,0.0646769857433809,0.0753653767820774,0.0454973523421589,0.165580448065173,0.21138900203666,0.194346232179226,0.243022403258656,0.242264765784114,0.239193482688391,0.156260692464358,0.211519348268839,0.153091649694501,0.179405295315682,0.199136456211813,0.167169042769857,0.358525458248472,0.426069246435845,0.399169042769857,0.394810590631365,0.460301425661914,0.322769857433809,0.322020366598778,0.519022403258656,0.442989816700611,0.410061099796334,0.450386965376782,0.37606517311609,0.304806517311609,0.289751527494908,0.353572301425662,0.307714867617108,0.30765784114053,0.291894093686354
13,0.0109580448065173,0.00621686354378819,NA,0.0320228105906314,0.0414272912423625,NA,0.00530582484725051,0.0136847250509165,NA,0.0828757637474542,0.0345002036659878,NA,0.051918533604888,0.0409547861507128,NA,0.190704684317719,0.246965376782077,NA,0.159112016293279,0.178321792260692,NA,0.22773116089613,0.192073319755601,NA,0.205922606924644,0.291177189409369,NA,0.412725050916497,0.418232179226069,NA,0.398989816700611,0.406517311608961,NA,0.480659877800407,0.493580448065173,NA,0.670215885947047,1,NA,0.837556008146639,0.821507128309572,NA,0.541173116089613,0.519682281059063,NA,0.715788187372709,0.702232179226069,NA
14,0.0177213849287169,0.0162688391038697,NA,0.0369653767820774,0.0415266802443992,NA,0.00994297352342159,0.0257458248472505,NA,0.066861099796334,0.0472700610997963,NA,0.0466631364562118,0.0702443991853361,NA,0.199462321792261,0.194272912423625,NA,0.167054989816701,0.16650916496945,NA,0.203617107942974,0.173922606924644,NA,0.254672097759674,0.308089613034623,NA,0.442338085539715,0.41512016293279,NA,0.416749490835031,0.391234215885947,NA,0.525751527494908,0.357735234215886,NA,0.627274949083503,0.825010183299389,NA,0.764309572301426,0.856456211812627,NA,0.658883910386965,0.483348268839104,NA,0.718843177189409,0.490199592668024,NA
15,0.00419755600814664,0.0138655804480652,NA,0.0517010183299389,0.0437922606924644,NA,0.00848716904276986,0.0107869653767821,NA,0.0810826883910387,0.0571568228105906,NA,0.0496228105906314,0.0607902240325866,NA,0.23287983706721,0.243633401221996,NA,0.15037067209776,0.142435845213849,NA,0.212708757637475,0.227869653767821,NA,0.288325865580448,0.242313645621181,NA,0.507942973523422,0.422297352342159,NA,0.451788187372709,0.397433808553971,NA,0.40230549898167,0.482623217922607,NA,0.649743380855397,0.573645621181263,NA,0.766875763747454,0.554443991853361,NA,0.644219959266802,0.495299389002037,NA,0.669735234215886,0.592236252545825,NA
