x
201.853575
153.57665
151.948475
136.03745
390.783525
519.1373
236.74775
176.97375
217.104625
204.897375
94.972175
488.828
89.524075
24.4988
21.6449
24.4149
94.465725
502.3827
1.42384285
2.69435
6.302975
5.50335
146.599825
111.545
140.7455
93.8348
183.637375
266.169875
87.093275
71.494975
134.8145
151.652975
31.758575
132.59365
80.7897
158.03755
143.161
74.6157
335.523
343.733175
0.410025
1.289225
1.1372
7.8013
76.320325
88.512825
99.605825
72.0149
108.5099
815.034475
141.173475
76.054775
135.154475
145.640225
137.434675
229.534125
21.80125
25.4192
10.586
6.4442
24.1749
84.650225
4.591525
2.949775
1.4352
4.42745
82.0794
88.912325
58.0819
116.926
89.227275
276.200275
160.471325
107.49905
97.551075
112.683875
67.4578
96.838025
68.7369
86.4366
58.6046
97.934475
132.2599
325.80675
0.273825
0.772
0.26095
0
172.0568
127.93675
147.2056
156.78
165.613475
253.4132
162.598375
141.4502
145.145175
145.328575
115.8853
165.97155
23.812525
24.62095
11.7296
22.605675
35.961975
192.22185
3.699175
27.476225
9.724875
2.7767
154.382925
143.889275
187.877675
116.93265
156.82535
433.69055
222.2756
141.646025
145.065675
173.4273
163.66765
188.054225
174.146925
173.067475
226.82945
218.40425
185.041125
300.52025
33.754775
28.380075
90.826175
40.466875
60.97555
37.37395
45.844975
21.081525
39.7007
79.560475
19.612225
21.79075
50.579925
23.058275
26.911275
51.3462
2.53735
6.615125
1.9017
5.03595
4.54415
51.7335
0
0
0
0.0918
255.349925
93.347175
137.214825
140.90535
233.226475
299.497375
68.6836
119.064375
74.4926
183.6729
149.06345
144.396225
85.398425
79.83145
108.8081
83.40355
202.8986
354.9608
4.15955
5.266025
2.179225
0.62555
7.493925
4.08675
3.911375
1.059325
18.716425
177.61445
36.31195
4.717775
6.836325
18.597
7.4336
23.303175
12.9331
19.535525
9.8808
15.380925
19.53375
32.554725
2.93855
7.079275
1.0765
1.673525
118.5337
96.884025
83.412775
107.552575
130.76195
244.903725
158.234675
106.0378
114.858475
130.746025
78.16905
143.283025
166.2743
161.324
168.214025
91.716375
152.515025
146.48965
0.3228
0.71505
0.702
0.765175
168.05265
168.526125
181.12165
154.278
257.70115
474.902875
169.4976
130.95505
177.13565
197.246475
148.998825
269.386725
16.49075
8.81375
10.70675
12.85245
11.62835
15.84675
1.260575
2.212075
5.5607
4.1733
11.48965
7.942
4.25395
4.107775
7.69955
77.620275
14.40475
10.575125
12.0013
11.427575
4.718625
33.0848
251.48555
261.1362
185.39165
159.433525
223.56455
197.536825
16.319025
80.961475
23.504875
22.2048
0.679375
1.959875
0.75925
0.2475
1.7541
24.50835
4.18225
2.387075
2.93
6.249125
3.07215
8.073075
12.1756
6.9644
2.506775
2.750475
6.430425
132.50735
74.03715
79.3966
123.38795
89.843475
107.338075
202.02255
136.727275
68.566125
100.889225
123.27645
100.014675
99.243775
8.062675
7.1216
4.4911
3.54095
51.232175
141.5599
113.30825
125.166575
123.65115
123.944475
104.41985
180.053475
145.906325
114.71025
131.313325
105.50085
138.378375
125.3899
4.21525
8.650125
4.0129
1.987825
10.704625
110.40675
1.231
0.555125
0.452675
0.2967
2.797925
26.02365
1.1449
1.00375
1.801625
0.798325
2.218975
2.743525
2.84125
4.5778
0.4905
2.1451
8.2499
96.3283
